;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;widing factor;prec1;prec2;prec3;recall1;recall2;recall3;epoch_stopped;reg_penalty
0;0.9;0.01;64.0;1.1360118389129639;0.6561954617500305;1.1368381977081299;0.6178010702133179;1.8546253442764282;0.5462478399276733;1.0;0.6809375339511312;0.6200083504624873;0.6040669202918963;0.6541056910569106;0.6108536585365854;0.5289837398373983;150.0;0.0001
