;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;widing factor;prec1;prec2;prec3;recall1;recall2;recall3;epoch_stopped;reg_penalty
0;0.9;0.1;64.0;1.2438709735870361;0.6998254656791687;1.2589668035507202;0.6230366230010986;1.8964989185333252;0.5636998414993286;1.0;0.718406546038125;0.6344387332934056;0.6518081911698933;0.6782113821138211;0.6151219512195123;0.5500406504065041;100.0;0.01
