;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;widing factor;prec1;prec2;prec3;recall1;recall2;recall3;epoch_stopped;reg_penalty
0;0.9;0.1;64.0;1.1062637567520142;0.6282722353935242;0.994263768196106;0.650959849357605;1.0492610931396484;0.6387434601783752;1.0;0.6797633312423218;0.6451483513625962;0.6275948541764302;0.6292682926829268;0.6428861788617887;0.6308536585365854;50.0;0.0001
