;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
0;0.6;0.01;64.0;1.0089006423950195;0.7108014225959778;1.105320930480957;0.6550522446632385;1.1962313652038574;0.595818817615509;50.0;50.0;50.0;0.0001
1;0.7;0.01;64.0;0.9657925367355347;0.7386759519577026;1.0011160373687744;0.7386759519577026;0.9037314057350159;0.7317073345184326;100.0;100.0;100.0;0.0001
2;0.6;0.01;64.0;0.9171735644340515;0.7351916432380676;0.8890001177787781;0.7456446290016174;0.9657917022705078;0.7456446290016174;100.0;100.0;100.0;0.0001
3;0.7;0.01;64.0;1.0988119840621948;0.700348436832428;0.9949992895126343;0.7735191583633423;1.054251790046692;0.7700348496437073;150.0;150.0;150.0;0.0001
4;0.6;0.01;64.0;1.005428671836853;0.7526132464408875;1.0105952024459839;0.7491289377212524;0.999765932559967;0.7317073345184326;150.0;150.0;150.0;0.0001
5;0.7;0.01;128.0;4.670158863067627;0.5505226254463196;4.520765781402588;0.595818817615509;4.712154388427734;0.3763066232204437;50.0;50.0;50.0;0.01
6;0.6;0.01;128.0;6.7744293212890625;0.38675957918167114;6.732193470001221;0.599303126335144;6.962996482849121;0.3519163727760315;50.0;50.0;50.0;0.01
7;0.7;0.01;128.0;1.5319913625717163;0.7212543487548828;1.47182297706604;0.693379819393158;1.4774150848388672;0.7212543487548828;100.0;100.0;100.0;0.01
8;0.6;0.01;128.0;2.528099536895752;0.6132404208183289;2.202214479446411;0.7317073345184326;2.4207370281219482;0.707317054271698;100.0;100.0;100.0;0.01
9;0.7;0.01;128.0;1.0847585201263428;0.7491289377212524;1.3121755123138428;0.693379819393158;1.0781382322311401;0.7456446290016174;150.0;150.0;150.0;0.01
10;0.6;0.01;128.0;1.288169264793396;0.7351916432380676;1.3058170080184937;0.7456446290016174;1.345794916152954;0.7142857313156128;150.0;150.0;150.0;0.01
11;0.7;0.01;128.0;2.6946003437042236;0.7142857313156128;2.8909854888916016;0.602787435054779;3.024905204772949;0.4912891983985901;50.0;50.0;50.0;0.001
12;0.6;0.01;128.0;3.031766891479492;0.5609756112098694;3.0964794158935547;0.5017421841621399;3.051140546798706;0.5714285969734192;50.0;50.0;50.0;0.001
13;0.7;0.01;128.0;2.494258165359497;0.6550522446632385;2.3559529781341553;0.707317054271698;2.3874547481536865;0.6829268336296082;100.0;100.0;100.0;0.001
14;0.6;0.01;128.0;2.649249792098999;0.6376306414604187;2.5649805068969727;0.6724738478660583;2.529975652694702;0.696864128112793;100.0;100.0;100.0;0.001
15;0.7;0.01;128.0;2.175199031829834;0.7282230257987976;2.252911329269409;0.7247386574745178;2.1429779529571533;0.7282230257987976;150.0;150.0;150.0;0.001
16;0.6;0.01;128.0;2.3263697624206543;0.7108014225959778;2.191594362258911;0.7839721441268921;2.261930465698242;0.7560975551605225;150.0;150.0;150.0;0.001
17;0.7;0.01;128.0;1.056077480316162;0.6689895391464233;1.178519606590271;0.6236934065818787;1.504302740097046;0.5017421841621399;50.0;50.0;50.0;0.0001
18;0.6;0.01;128.0;1.3232827186584473;0.5296167135238647;1.251197338104248;0.5331010222434998;1.203158974647522;0.6271777153015137;50.0;50.0;50.0;0.0001
19;0.7;0.01;128.0;1.0552594661712646;0.700348436832428;1.0175343751907349;0.6898954510688782;0.9406917095184326;0.7282230257987976;100.0;100.0;100.0;0.0001
20;0.6;0.01;128.0;1.2640451192855835;0.6202090382575989;0.9528165459632874;0.7177700400352478;1.032425880432129;0.696864128112793;100.0;100.0;100.0;0.0001
21;0.7;0.01;128.0;1.1117305755615234;0.693379819393158;0.8920634984970093;0.7491289377212524;1.0369699001312256;0.7595818638801575;150.0;150.0;150.0;0.0001
22;0.6;0.01;128.0;1.0195298194885254;0.693379819393158;1.0278120040893555;0.6829268336296082;0.9467076659202576;0.7456446290016174;150.0;150.0;150.0;0.0001
23;0.7;0.01;256.0;10.198773384094238;0.40418118238449097;10.234197616577148;0.4146341383457184;10.199230194091797;0.3519163727760315;50.0;50.0;50.0;0.01
24;0.6;0.01;256.0;12.454780578613281;0.3693379759788513;12.468948364257812;0.45296168327331543;12.549288749694824;0.407665491104126;50.0;50.0;50.0;0.01
25;0.7;0.01;256.0;4.527491092681885;0.6062718033790588;4.6921467781066895;0.4773519039154053;4.472204685211182;0.6689895391464233;100.0;100.0;100.0;0.01
26;0.6;0.01;256.0;6.744450092315674;0.4216027855873108;6.553431034088135;0.602787435054779;6.675502777099609;0.5540069937705994;100.0;100.0;100.0;0.01
27;0.7;0.01;256.0;2.296964645385742;0.6864111423492432;2.383455991744995;0.6411150097846985;2.2331175804138184;0.7142857313156128;150.0;150.0;150.0;0.01
