;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;widing factor;acc10;acc4;acc5;acc6;acc7;acc8;acc9;epoch_stopped;loss10;loss4;loss5;loss6;loss7;loss8;loss9;reg_penalty
0;0.9;0.1;64.0;1.2118409872055054;0.6684118509292603;1.1873981952667236;0.6963350772857666;1.0484986305236816;0.7190226912498474;2.0;0.6963350772857666;0.7417103052139282;0.6806282997131348;0.727748692035675;0.6910994648933411;0.7678883075714111;0.6806282997131348;50.0;1.0804100036621094;1.0045006275177002;1.2286601066589355;0.9985499382019043;1.0898621082305908;0.9413135647773743;1.0945905447006226;0.0001
