;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
0;0.7;0.1;128.0;1.625944972038269;0.48083624243736267;1.0339826345443726;0.6724738478660583;1.1388356685638428;0.6585366129875183;50.0;50.0;50.0;0.01
1;0.6;0.1;128.0;1.2521425485610962;0.5749129056930542;1.2041956186294556;0.5679442286491394;1.1992473602294922;0.6411150097846985;50.0;50.0;50.0;0.01
2;0.7;0.1;128.0;1.0550427436828613;0.700348436832428;1.1753708124160767;0.6376306414604187;1.203936219215393;0.6306620240211487;100.0;100.0;100.0;0.01
3;0.6;0.1;128.0;1.1809663772583008;0.6620209217071533;1.406720757484436;0.5470383167266846;1.0956791639328003;0.6864111423492432;100.0;100.0;100.0;0.01
4;0.7;0.1;128.0;1.1651536226272583;0.6411150097846985;1.1479555368423462;0.693379819393158;1.196711778640747;0.6829268336296082;150.0;150.0;150.0;0.01
5;0.6;0.1;128.0;1.1163822412490845;0.7247386574745178;1.132408618927002;0.7142857313156128;1.0879837274551392;0.707317054271698;150.0;150.0;150.0;0.01
6;0.7;0.1;128.0;1.3284783363342285;0.696864128112793;1.221735954284668;0.7247386574745178;1.244804859161377;0.7108014225959778;50.0;50.0;50.0;0.001
7;0.6;0.1;128.0;1.4200928211212158;0.7317073345184326;1.6045832633972168;0.6585366129875183;1.342829942703247;0.7700348496437073;50.0;50.0;50.0;0.001
8;0.7;0.1;128.0;1.3648325204849243;0.6864111423492432;1.0905327796936035;0.7456446290016174;1.2296392917633057;0.707317054271698;100.0;100.0;100.0;0.001
9;0.6;0.1;128.0;1.1717551946640015;0.703832745552063;1.4313551187515259;0.6759582161903381;1.0833556652069092;0.7282230257987976;100.0;100.0;100.0;0.001
10;0.7;0.1;128.0;1.1581335067749023;0.7142857313156128;1.2600055932998657;0.7212543487548828;1.0075480937957764;0.7839721441268921;150.0;150.0;150.0;0.001
11;0.6;0.1;128.0;1.2345465421676636;0.7456446290016174;1.415675163269043;0.7317073345184326;1.002480387687683;0.7874564528465271;150.0;150.0;150.0;0.001
12;0.7;0.1;128.0;1.095931887626648;0.6864111423492432;0.8901014924049377;0.7456446290016174;0.939092218875885;0.7212543487548828;50.0;50.0;50.0;0.0001
13;0.6;0.1;128.0;0.947749674320221;0.7212543487548828;0.942859947681427;0.7108014225959778;0.8770217895507812;0.7770034670829773;50.0;50.0;50.0;0.0001
14;0.7;0.1;128.0;1.1177618503570557;0.7700348496437073;1.3285800218582153;0.7142857313156128;1.098112940788269;0.7247386574745178;100.0;100.0;100.0;0.0001
15;0.6;0.1;128.0;1.019051432609558;0.7456446290016174;1.0918207168579102;0.7491289377212524;1.2570663690567017;0.7386759519577026;100.0;100.0;100.0;0.0001
16;0.7;0.1;128.0;1.3013005256652832;0.7839721441268921;1.2801971435546875;0.7491289377212524;1.0545005798339844;0.7595818638801575;150.0;150.0;150.0;0.0001
17;0.6;0.1;128.0;1.1842901706695557;0.7526132464408875;1.4396750926971436;0.7142857313156128;1.3162710666656494;0.7491289377212524;150.0;150.0;150.0;0.0001
18;0.7;0.1;256.0;1.037975788116455;0.6689895391464233;1.0129075050354004;0.6898954510688782;1.126827597618103;0.6062718033790588;50.0;50.0;50.0;0.01
19;0.6;0.1;256.0;1.026802659034729;0.6515679359436035;1.107245922088623;0.6376306414604187;1.1022956371307373;0.6097561120986938;50.0;50.0;50.0;0.01
20;0.7;0.1;256.0;1.2690739631652832;0.5749129056930542;1.0675914287567139;0.6794425249099731;1.0161724090576172;0.7212543487548828;100.0;100.0;100.0;0.01
21;0.6;0.1;256.0;1.0372846126556396;0.700348436832428;1.0954915285110474;0.6411150097846985;1.1515074968338013;0.6620209217071533;100.0;100.0;100.0;0.01
22;0.7;0.1;256.0;1.3510174751281738;0.5574913024902344;1.1613374948501587;0.693379819393158;1.0768733024597168;0.700348436832428;150.0;150.0;150.0;0.01
23;0.6;0.1;256.0;2.92966890335083;0.4320557415485382;1.0013790130615234;0.7421602606773376;1.0359137058258057;0.7282230257987976;150.0;150.0;150.0;0.01
24;0.7;0.1;256.0;1.6286739110946655;0.7142857313156128;1.7706037759780884;0.6759582161903381;2.0303268432617188;0.6271777153015137;50.0;50.0;50.0;0.001
25;0.6;0.1;256.0;2.1660871505737305;0.6411150097846985;1.9729126691818237;0.6829268336296082;1.968994379043579;0.6898954510688782;50.0;50.0;50.0;0.001
