;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
0;0.9;0.01;256.0;2.751279830932617;0.6422338485717773;2.682250738143921;0.6596858501434326;2.768409490585327;0.6125654578208923;50.0;50.0;50.0;0.01
1;0.9;0.01;256.0;1.5772210359573364;0.5811518430709839;1.1467846632003784;0.7085514664649963;1.3610126972198486;0.6858638525009155;100.0;100.0;100.0;0.01
2;0.9;0.01;256.0;1.1104358434677124;0.7155323028564453;1.3130131959915161;0.6823734641075134;1.4050952196121216;0.614310622215271;150.0;150.0;150.0;0.01
3;0.9;0.01;256.0;2.5736193656921387;0.6841186881065369;2.532132148742676;0.6701570749282837;2.76826548576355;0.5741710066795349;50.0;50.0;50.0;0.001
