;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
0;0.9;0.1;128.0;1.5079712867736816;0.6038394570350647;1.0675252676010132;0.7399650812149048;1.209699273109436;0.6527050733566284;100.0;100.0;100.0;0.01
1;0.9;0.1;128.0;1.2603559494018555;0.687609076499939;1.543070673942566;0.5776614546775818;1.6782231330871582;0.6055846214294434;150.0;150.0;150.0;0.01
2;0.9;0.1;128.0;3.0535788536071777;0.5130890011787415;2.2669451236724854;0.6352530717849731;2.348710060119629;0.6945898532867432;50.0;50.0;50.0;0.001
3;0.9;0.1;128.0;1.9339150190353394;0.62129145860672;2.0532631874084473;0.6631762385368347;1.9913771152496338;0.6684118509292603;100.0;100.0;100.0;0.001
4;0.9;0.1;128.0;1.8501758575439453;0.6631762385368347;2.2878057956695557;0.657940685749054;1.8891544342041016;0.6439790725708008;150.0;150.0;150.0;0.001
5;0.9;0.1;128.0;1.1392929553985596;0.5968586206436157;1.4755632877349854;0.5410122275352478;1.2384088039398193;0.614310622215271;50.0;50.0;50.0;0.0001
6;0.9;0.1;128.0;1.096193552017212;0.6858638525009155;2.159048080444336;0.5654450058937073;1.5542765855789185;0.6544502377510071;100.0;100.0;100.0;0.0001
7;0.9;0.1;128.0;1.5565842390060425;0.657940685749054;1.5190476179122925;0.6649214625358582;1.807369589805603;0.6998254656791687;150.0;150.0;150.0;0.0001
8;0.9;0.1;256.0;2.847323179244995;0.5514833927154541;2.923133373260498;0.49389180541038513;2.996554374694824;0.38394415378570557;50.0;50.0;50.0;0.01
9;0.9;0.1;256.0;1.5238847732543945;0.547993004322052;1.130892038345337;0.69808030128479;2.383552312850952;0.443280965089798;100.0;100.0;100.0;0.01
10;0.9;0.1;256.0;1.16587495803833;0.6771378517150879;1.5905494689941406;0.650959849357605;1.1038548946380615;0.7033158540725708;150.0;150.0;150.0;0.01
