;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
0;0.9;0.1;256.0;2.713216543197632;0.6020942330360413;2.8385837078094482;0.5270506143569946;2.9872615337371826;0.4363001883029938;50.0;50.0;50.0;0.001
1;0.9;0.1;256.0;2.2942652702331543;0.6701570749282837;2.407519578933716;0.6265270709991455;2.4263432025909424;0.6125654578208923;100.0;100.0;100.0;0.001
2;0.9;0.1;256.0;2.516378164291382;0.5828970074653625;2.6783125400543213;0.5619546175003052;2.1421587467193604;0.6684118509292603;150.0;150.0;150.0;0.001
3;0.9;0.1;256.0;1.3328157663345337;0.5305410027503967;1.357009768486023;0.4746945798397064;2.1871519088745117;0.4293193817138672;50.0;50.0;50.0;0.0001
4;0.9;0.1;256.0;3.8461129665374756;0.3734729588031769;1.3925198316574097;0.6422338485717773;1.44681978225708;0.5427573919296265;100.0;100.0;100.0;0.0001
5;0.9;0.1;256.0;1.1886844635009766;0.6684118509292603;1.056008219718933;0.6963350772857666;1.2890790700912476;0.6247818470001221;150.0;150.0;150.0;0.0001
6;0.9;0.01;64.0;9.030191421508789;0.4781849980354309;9.029159545898438;0.45026177167892456;8.999862670898438;0.584642231464386;50.0;50.0;50.0;0.01
7;0.9;0.01;64.0;3.7151126861572266;0.6596858501434326;3.947204351425171;0.5619546175003052;3.8506276607513428;0.5392670035362244;100.0;100.0;100.0;0.01
8;0.9;0.01;64.0;2.026446580886841;0.687609076499939;1.8546957969665527;0.7382199168205261;2.0892481803894043;0.6596858501434326;150.0;150.0;150.0;0.01
9;0.9;0.01;64.0;3.031083822250366;0.6160558462142944;3.108322858810425;0.5061082243919373;3.3514976501464844;0.48342058062553406;50.0;50.0;50.0;0.001
