;Unnamed: 0;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;epoch_stopped1;epoch_stopped2;epoch_stopped3;reg_penalty
0;0;0.9;0.1;256.0;1.647877216339111;0.5776614546775818;1.351547122001648;0.6527050733566284;1.2662138938903809;0.7085514664649963;150.0;150.0;150.0;0.01
1;1;0.9;0.1;256.0;7.860574722290039;0.661431074142456;8.219718933105469;0.479930192232132;8.050173759460451;0.5741710066795349;50.0;50.0;50.0;0.001
2;2;0.9;0.1;256.0;6.433883666992188;0.6858638525009155;6.978748798370361;0.554973840713501;6.428600788116455;0.6928446888923645;100.0;100.0;100.0;0.001
3;3;0.9;0.1;256.0;5.338797569274902;0.6963350772857666;5.803126811981201;0.5933682322502136;5.315247058868408;0.6719022393226624;150.0;150.0;150.0;0.001
4;4;0.9;0.1;256.0;1.725277304649353;0.6527050733566284;1.6262925863265991;0.6823734641075134;1.8412024974823;0.5951134562492371;50.0;50.0;50.0;0.0001
0;0;0.9;0.1;256.0;2.1066026687622066;0.6701570749282837;2.867145776748657;0.5706806182861328;1.9655807018280032;0.661431074142456;100.0;100.0;100.0;0.0001
1;1;0.9;0.1;256.0;2.299010992050171;0.6771378517150879;2.0816473960876465;0.6910994648933411;2.190518856048584;0.6910994648933411;150.0;150.0;150.0;0.0001
2;2;0.9;0.01;64.0;32.331676483154304;0.4171029627323151;32.216720581054695;0.5689354538917542;32.87362289428711;0.2844677269458771;50.0;50.0;50.0;0.01
3;3;0.9;0.01;64.0;11.838848114013672;0.6160558462142944;12.149335861206055;0.547993004322052;12.110515594482422;0.5532286167144775;100.0;100.0;100.0;0.01
4;4;0.9;0.01;64.0;5.221229076385498;0.6474694609642029;4.973198413848877;0.7050610780715942;5.06650972366333;0.657940685749054;150.0;150.0;150.0;0.01
0;0;0.9;0.01;64.0;9.119912147521973;0.5863874554634094;9.163983345031738;0.4467713832855225;9.170900344848633;0.5235602259635925;50.0;50.0;50.0;0.001
1;1;0.9;0.01;64.0;8.26365852355957;0.6247818470001221;8.239522933959961;0.5689354538917542;8.104971885681152;0.6527050733566284;100.0;100.0;100.0;0.001
2;2;0.9;0.01;64.0;7.581589698791504;0.6561954617500305;7.749809741973878;0.650959849357605;7.863485813140869;0.6561954617500305;150.0;150.0;150.0;0.001
3;3;0.9;0.01;64.0;2.0075533390045166;0.452006995677948;1.9575704336166384;0.4851658046245575;2.0233030319213867;0.4869109988212586;50.0;50.0;50.0;0.0001
4;4;0.9;0.01;64.0;1.8259445428848269;0.6178010702133179;1.7789061069488523;0.6492146849632263;1.8614547252655032;0.6125654578208923;100.0;100.0;100.0;0.0001
0;0;0.9;0.01;64.0;2.1385393142700195;0.614310622215271;2.4844295978546143;0.6317626237869263;1.9737740755081177;0.6561954617500305;150.0;150.0;150.0;0.0001
1;1;0.9;0.01;128.0;54.90549087524414;0.4694589972496033;54.567543029785156;0.5148342251777649;54.5302848815918;0.4746945798397064;50.0;50.0;50.0;0.01
2;2;0.9;0.01;128.0;32.96692657470703;0.4554973840713501;32.92007827758789;0.4781849980354309;34.443675994873054;0.2652705013751984;100.0;100.0;100.0;0.01
3;3;0.9;0.01;128.0;19.98613929748535;0.5671902298927307;19.850404739379886;0.5828970074653625;19.999853134155273;0.5287958383560181;150.0;150.0;150.0;0.01
4;4;0.9;0.01;128.0;9.655309677124023;0.4607329964637756;9.646859169006348;0.4851658046245575;9.70357608795166;0.4572425782680512;50.0;50.0;50.0;0.001
