;Unnamed: 0;momentum;learning rate;batch size;loss1;acc1;loss2;acc2;loss3;acc3;widing factor;epoch_stopped;reg_penalty
2;2;0.9;0.01;64.0;1.0351771116256714;0.6317626237869263;1.2863373756408691;0.4083769619464874;1.2472909688949585;0.4677137732505798;2.0;50.0;0.0001
3;3;0.9;0.01;64.0;0.9673088192939758;0.6335078477859497;1.3818861246109009;0.5113437771797179;1.1725642681121826;0.5410122275352478;2.0;100.0;0.0001
4;4;0.9;0.01;64.0;0.9693596959114076;0.6387434601783752;0.9777298569679259;0.614310622215271;1.1388624906539917;0.5986038446426392;2.0;150.0;0.0001
0;0;0.9;0.01;128.0;8.118339538574219;0.4363001883029938;8.040495872497559;0.4729493856430054;8.081663131713867;0.4572425782680512;2.0;50.0;0.01
1;1;0.9;0.01;128.0;5.231366157531738;0.5532286167144775;5.518746376037598;0.2722513079643249;5.207802772521973;0.45026177167892456;2.0;100.0;0.01
2;2;0.9;0.01;128.0;3.592942953109741;0.4572425782680512;3.7323384284973145;0.4205933809280396;3.509183168411255;0.5951134562492371;2.0;150.0;0.01
3;3;0.9;0.01;128.0;2.312493085861206;0.4048865735530853;2.221941471099853;0.4607329964637756;2.251990556716919;0.4746945798397064;2.0;50.0;0.001
4;4;0.9;0.01;128.0;2.0705432891845703;0.584642231464386;2.1082868576049805;0.4904013872146606;2.1817607879638667;0.4205933809280396;2.0;100.0;0.001
0;0;0.9;0.01;128.0;2.039508104324341;0.5322862267494202;1.8667978048324585;0.6719022393226624;2.0734820365905757;0.5270506143569946;2.0;150.0;0.001
1;1;0.9;0.01;128.0;1.2487468719482422;0.4607329964637756;1.234477162361145;0.4642233848571777;1.2561830282211304;0.452006995677948;2.0;50.0;0.0001
2;2;0.9;0.01;128.0;1.1827232837677002;0.5340313911437988;1.3148889541625977;0.3961605727672577;1.159969925880432;0.5706806182861328;2.0;100.0;0.0001
3;3;0.9;0.01;128.0;1.149281024932861;0.5270506143569946;1.1317226886749268;0.5898778438568115;1.2117340564727783;0.5130890011787415;2.0;150.0;0.0001
4;4;0.9;0.01;256.0;10.238301277160645;0.4642233848571777;10.217283248901367;0.4485165774822235;10.197065353393556;0.4624781906604767;2.0;50.0;0.01
0;0;0.9;0.01;256.0;8.1632080078125;0.4572425782680512;8.057833671569824;0.5008726119995117;8.081167221069336;0.4677137732505798;2.0;100.0;0.01
1;1;0.9;0.01;256.0;6.433183670043945;0.5514833927154541;6.4232096672058105;0.4764398038387298;6.417755126953125;0.5043630003929138;2.0;150.0;0.01
2;2;0.9;0.01;256.0;2.35814905166626;0.4642233848571777;2.4195399284362797;0.4746945798397064;2.4541103839874268;0.3333333432674408;2.0;50.0;0.001
3;3;0.9;0.01;256.0;2.266741275787353;0.4485165774822235;2.333164930343628;0.4712041914463043;2.2468364238739014;0.5008726119995117;2.0;100.0;0.001
4;4;0.9;0.01;256.0;2.2823665142059326;0.4328097701072693;2.14849853515625;0.5095986127853394;2.3055498600006104;0.4101221561431885;2.0;150.0;0.001
0;0;0.9;0.01;256.0;1.4499579668045044;0.37172773480415344;1.3106616735458374;0.4869109988212586;1.3525506258010864;0.4485165774822235;2.0;50.0;0.0001
1;1;0.9;0.01;256.0;1.2604376077651978;0.4729493856430054;1.240527868270874;0.5026177763938904;1.2429132461547852;0.4904013872146606;2.0;100.0;0.0001
2;2;0.9;0.01;256.0;1.105188250541687;0.6003490686416626;1.1744095087051392;0.5340313911437988;1.2372199296951294;0.452006995677948;2.0;150.0;0.0001
